title,sub_title,Rank,Horse / Owner,Points,Total Comps
2021 Points Display,HUNTER EQUITATION 11&U,9,"CHOMA, AUDREY/  - MA",36,(3 comps)
2021 Points Display,HUNTER EQUITATION 11&U,10,"MATTOS, FINLEY/  - RI",35,(1 comps)
2021 Points Display,HUNTER EQUITATION 11&U,11,"EDWARDS, ALLIE/  - MA",26,(2 comps)
2021 Points Display,HUNTER EQUITATION 11&U,12,"MERTENS-HATTERSLEY, LAUREN/  - MA",24,(4 comps)
2021 Points Display,HUNTER EQUITATION 11&U,13,"MCHUGH, MADISON/  - CT",22,(1 comps)
2021 Points Display,HUNTER EQUITATION 11&U,14,"SULLIVAN, ELLA/  - MA",20,(1 comps)
2021 Points Display,HUNTER EQUITATION 11&U,15,"WETERRINGS, FRANS/  - MA",16,(1 comps)
2021 Points Display,HUNTER EQUITATION 11&U,16,"RIGHI, SOPHIA/  - RI",15,(1 comps)
2021 Points Display,HUNTER EQUITATION 11&U,17,"CARNEY, LULU/  - NH",11,(2 comps)
2021 Points Display,HUNTER EQUITATION 11&U,18,"ABREN, SIDONIE/  - MA",10,(2 comps)
2021 Points Display,HUNTER EQUITATION 11&U,,"GANNETT, NATALIE/  - MA",10,(1 comps)
2021 Points Display,HUNTER EQUITATION 11&U,20,"RICHARD, EMI/  - CT",4,(1 comps)
2021 Points Display,HUNTER EQUITATION 11&U,21,"LYONS, WILLA/  - MA",3,(2 comps)
2021 Points Display,HUNTER EQUITATION 11&U,,"OLKOWSKI, MADELINE/  - RI",3,(1 comps)
2021 Points Display,HUNTER EQUITATION 11&U,23,"BOZZA, ADRIANA/  - CT",2,(2 comps)
2021 Points Display,HUNTER EQUITATION 12-14,1,"GOVINDARAJAN, TARA/  - MA",279,(10 comps)
2021 Points Display,HUNTER EQUITATION 12-14,2,"ROWAN, BLAKE/  - RI",208,(12 comps)
2021 Points Display,HUNTER EQUITATION 12-14,3,"PIETERS, ELEANOR/  - RI",131,(16 comps)
2021 Points Display,HUNTER EQUITATION 12-14,4,"EXNER, LUCINDA/  - NH",125,(6 comps)
2021 Points Display,HUNTER EQUITATION 12-14,5,"EDWARDSON , HALEY/  - CT",108,(7 comps)
2021 Points Display,HUNTER EQUITATION 12-14,6,"ATAMIAN, NALINA/  - MA",105,(5 comps)
2021 Points Display,HUNTER EQUITATION 12-14,,"CHEN, TAYLOR/  - MA",105,(4 comps)
2021 Points Display,HUNTER EQUITATION 12-14,8,"KLEE, ANNA/  - MA",104,(6 comps)
2021 Points Display,HUNTER EQUITATION 12-14,9,"PATENAUDE, STELLA/  - MA",87,(8 comps)
2021 Points Display,HUNTER EQUITATION 12-14,10,"ROMIZA, GWENDOLYN/  - MA",85,(8 comps)
2021 Points Display,HUNTER EQUITATION 12-14,11,"DOMINGUEZ, CHRISTIAN/  - RI",80,(2 comps)
2021 Points Display,HUNTER EQUITATION 12-14,12,"GAUDIO, IAN/  - CT",79,(1 comps)
2021 Points Display,HUNTER EQUITATION 12-14,,"SAPPINGTON, GRACE/  - CT",79,(6 comps)
2021 Points Display,HUNTER EQUITATION 12-14,14,"TIMPANY, HELENA/  - CT",69,(5 comps)
2021 Points Display,HUNTER EQUITATION 12-14,15,"WINROTH, FIONA/  - MA",64,(5 comps)
2021 Points Display,HUNTER EQUITATION 12-14,16,"THOMPSON, ASHLEE/  - MA",62,(5 comps)
2021 Points Display,HUNTER EQUITATION 12-14,17,"BAKER, PAYTON/  - NH",59,(4 comps)
2021 Points Display,HUNTER EQUITATION 12-14,,"STAUFFER, CLARA/  - VT",59,(5 comps)
2021 Points Display,HUNTER EQUITATION 12-14,19,"GITTERMAN, ANNABELLE/  - MA",56,(4 comps)
2021 Points Display,HUNTER EQUITATION 12-14,20,"LUSSEN, PAYTON/  - CT",43,(7 comps)
2021 Points Display,HUNTER EQUITATION 12-14,21,"HILL, SAVANNAH/  - CT",41,(5 comps)
2021 Points Display,HUNTER EQUITATION 12-14,22,"HEWITT, HAYLEY/  - CT",35,(2 comps)
2021 Points Display,HUNTER EQUITATION 12-14,,"MANNIS, MAE/  - CT",35,(3 comps)
2021 Points Display,HUNTER EQUITATION 12-14,,"HIRSCH, SARAH/  - MA",35,(6 comps)
2021 Points Display,HUNTER EQUITATION 12-14,,"CHIAVERINI, SOPHIA/  - RI",35,(3 comps)
2021 Points Display,HUNTER EQUITATION 12-14,26,"JURNOVOY, EMILY/  - CT",30,(9 comps)
2021 Points Display,HUNTER EQUITATION 12-14,,"CARREIRO, ELIZABETH/  - MA",30,(2 comps)
2021 Points Display,HUNTER EQUITATION 12-14,,"SUTHERLAND, ISABELLA/  - MA",30,(1 comps)
2021 Points Display,HUNTER EQUITATION 12-14,29,"HORNBLOWER, AINSLEY/  - MA",29,(3 comps)
2021 Points Display,HUNTER EQUITATION 12-14,30,"FARES, CHLOE/  - CT",28,(11 comps)
2021 Points Display,HUNTER EQUITATION 12-14,,"BASSICK, BENTLEY/  - MA",28,(5 comps)
2021 Points Display,HUNTER EQUITATION 12-14,32,"FEARONS, MAGGIE/  - MA",26,(1 comps)
2021 Points Display,HUNTER EQUITATION 12-14,33,"KIM, YUJEAN/  - CT",25,(2 comps)
2021 Points Display,HUNTER EQUITATION 12-14,34,"OLSEN, CAROLINE/  - MA",20,(4 comps)
2021 Points Display,HUNTER EQUITATION 12-14,,"DONOVAN, ANNA/  - CT",20,(2 comps)
2021 Points Display,HUNTER EQUITATION 12-14,,"MCCARTHY, MORGAN/  - MA",20,(1 comps)
2021 Points Display,HUNTER EQUITATION 12-14,,"REBELO, HALLEY/  - MA",20,(6 comps)
2021 Points Display,HUNTER EQUITATION 12-14,38,"ABLON, PAIGE/  - MA",16,(1 comps)
2021 Points Display,HUNTER EQUITATION 12-14,39,"EARL, HADLEY/  - MA",15,(6 comps)
2021 Points Display,HUNTER EQUITATION 12-14,,"FRITCHMAN, TATUM/  - MA",15,(2 comps)
2021 Points Display,HUNTER EQUITATION 12-14,,"MAGUIRE, LYLA/  - MA",15,(2 comps)
2021 Points Display,HUNTER EQUITATION 12-14,,"MUNOZ, LEAH/  - NH",15,(3 comps)
2021 Points Display,HUNTER EQUITATION 12-14,,"TAMBURINI, CECELIA/  - RI",15,(2 comps)
2021 Points Display,HUNTER EQUITATION 12-14,,"MACALLISTER, SOPHIE/  - MA",15,(1 comps)
2021 Points Display,HUNTER EQUITATION 12-14,45,"COTMAN JENKINS, CORA/  - MA",13,(2 comps)
2021 Points Display,HUNTER EQUITATION 12-14,46,"HUNT, ISABEL/  - ME",12,(3 comps)
2021 Points Display,HUNTER EQUITATION 12-14,47,"KENNEDY, AIDAN/  - MA",10,(1 comps)
2021 Points Display,HUNTER EQUITATION 12-14,,"MUSHOK, MADISON/  - CT",10,(1 comps)
2021 Points Display,HUNTER EQUITATION 12-14,49,"MORTON, ANNGELINA/  - CT",9,(3 comps)
2021 Points Display,HUNTER EQUITATION 12-14,50,"LORUSSO, ISABELLA/  - MA",7,(2 comps)
2021 Points Display,HUNTER EQUITATION 12-14,51,"BUTLER, SOPHIA/  - MA",6,(1 comps)
2021 Points Display,HUNTER EQUITATION 12-14,,"ZURLO, ELLA/  - MA",6,(1 comps)
2021 Points Display,HUNTER EQUITATION 12-14,,"TAIT, CHLOE/  - CT",6,(1 comps)
2021 Points Display,HUNTER EQUITATION 12-14,54,"READ, ANDREW/  - MA",5,(1 comps)
2021 Points Display,HUNTER EQUITATION 12-14,,"BROWN, ALEXANDRA/  - MA",5,(1 comps)
2021 Points Display,HUNTER EQUITATION 12-14,56,"KINNEY, ELIZABETH/  - MA",4,(1 comps)
2021 Points Display,HUNTER EQUITATION 12-14,,"MCLANE, LOUISE/  - NH",4,(1 comps)
2021 Points Display,HUNTER EQUITATION 12-14,58,"LOUGHBOROUGH, AVERY/  - MA",3,(1 comps)
2021 Points Display,HUNTER EQUITATION 12-14,59,"SOLOMON, MIA/  - MA",2,(1 comps)
2021 Points Display,HUNTER EQUITATION 12-14,,"MARKCROW, ANNA/  - VT",2,(7 comps)
2021 Points Display,HUNTER EQUITATION 12-14,,"SAARONY, SADIE/  - MA",2,(1 comps)
2021 Points Display,HUNTER EQUITATION 12-14,,"JAYANTI, LARA/  - CT",2,(2 comps)
2021 Points Display,HIGH JUNIOR JUMPER,1,QUIVIVE S Z/ NORTH RUN - VT,5500,(17 comps)
2021 Points Display,HIGH JUNIOR JUMPER,2,BOHEME DE LA ROQUE/ TEMPLE EQUESTRIAN LLC - MA,4800,(6 comps)
2021 Points Display,HIGH JUNIOR JUMPER,3,"CONTARA 15/ FISHERMAN, EVA - MA",4420,(17 comps)
2021 Points Display,HIGH JUNIOR JUMPER,4,FARO/ TEMPLE EQUESTRIAN LLC - MA,2250,(7 comps)
2021 Points Display,HIGH JUNIOR JUMPER,5,ZARINA DE VIDAU/ TEMPLE EQUESTRIAN LLC - MA,2000,(5 comps)
2021 Points Display,HIGH JUNIOR JUMPER,6,"HH ZIPPER/ OSTLING, KIRSTEN - CT",770,(8 comps)
2021 Points Display,HIGH AMATEUR OWNER JUMPER,1,"ICEMAN/ LORUSSO-SMITH, CASEY - MA",4210,(5 comps)
2021 Points Display,HIGH AMATEUR OWNER JUMPER,2,LOUKAS DE LA NOUE/ OAKRIDGE FARM - CT,3000,(7 comps)
2021 Points Display,HIGH AMATEUR OWNER JUMPER,,"UMBRELLA TER WILGEN Z/ SHAFMASTER, AMY - NH",3000,(8 comps)
2021 Points Display,HIGH AMATEUR OWNER JUMPER,4,"CASIS/ SHAFMASTER, AMY - NH",1250,(3 comps)
2021 Points Display,HIGH AMATEUR OWNER JUMPER,5,"F. BRIGHTWOOD LYNZ/ HENRY, LAUREN - RI",1175,(2 comps)
2021 Points Display,HIGH AMATEUR OWNER JUMPER,6,"DISABELLA/ EPPINGER, KATIE - MA",1050,(3 comps)
2021 Points Display,HIGH AMATEUR OWNER JUMPER,7,"ARNO VH SCHEEFKASTEEL Z/ WALKER, JAMIE - CT",1000,(3 comps)
2021 Points Display,HIGH AMATEUR OWNER JUMPER,8,"AIRLINE R/ EPPINGER, KATIE - MA",380,(3 comps)
2021 Points Display,HIGH AMATEUR OWNER JUMPER,9,"MONTE CRISTO VD WITHOEVE/ SHEPTOFF, JEAN - MA",195,(13 comps)
2021 Points Display,HIGH AMATEUR OWNER JUMPER,10,"CARRAMAR C/ MC CARTHY, KATHRYN - CT",175,(1 comps)
2021 Points Display,HIGH AMATEUR OWNER JUMPER,11,"COLVELLE/ BENARD, KATHERINE - ME",110,(4 comps)
2021 Points Display,HIGH AMATEUR OWNER JUMPER,12,CRACK UNO/ KADLEY FARMS LLC - ME,95,(1 comps)
2021 Points Display,MEDIUM JUNIOR JUMPER,1,"CAMPINO TH/ KETTANEH, LEIGH - NH",2405,(10 comps)
2021 Points Display,MEDIUM JUNIOR JUMPER,2,"ROCK STREET/ FISHERMAN, EVA - MA",1450,(10 comps)
2021 Points Display,MEDIUM JUNIOR JUMPER,3,HH HYYERR CALLING/ KNIGHT TAKES ROOK LLC - MA,1050,(2 comps)
2021 Points Display,MEDIUM JUNIOR JUMPER,4,"VOI DE PIQUE/ SPRAGUE, JUDITH - MA",605,(8 comps)
2021 Points Display,MEDIUM JUNIOR JUMPER,5,"MYSTIQUE VH KIJKVRERDRIET/ EQUIPEARL, LLC - CT",275,(19 comps)
2021 Points Display,MEDIUM JUNIOR JUMPER,6,"FEELING/ FREEDMAN, JORDYN ROSE - CA",130,(1 comps)
2021 Points Display,MEDIUM JUNIOR JUMPER,7,"NASHVILLE HERO/ KETTANEH, LEIGH - NH",110,(1 comps)
2021 Points Display,MEDIUM JUNIOR JUMPER,8,"WIN FOR LIFE/ LEBARON, KATHERINE  - CT",75,(8 comps)
2021 Points Display,MEDIUM AMATEUR OWNER JUMPER,1,"CARLOS/ SHAFMASTER, AMY - NH",12165,(15 comps)
2021 Points Display,MEDIUM AMATEUR OWNER JUMPER,2,DO-TO-NINI W/ LIBERTAS FARM LLC - CT,6315,(11 comps)
2021 Points Display,MEDIUM AMATEUR OWNER JUMPER,3,HAVANNA/ 158 NORTH ST LLC - MA,2095,(6 comps)
2021 Points Display,MEDIUM AMATEUR OWNER JUMPER,4,"SHEARSHA RONIN/ HAMZAVI, SUSAN - ME",2040,(20 comps)
2021 Points Display,MEDIUM AMATEUR OWNER JUMPER,5,DONT STOP O/ LIBERTAS FARM LLC - CT,1970,(12 comps)
2021 Points Display,MEDIUM AMATEUR OWNER JUMPER,6,CRACK UNO/ KADLEY FARMS LLC - ME,1805,(12 comps)
2021 Points Display,MEDIUM AMATEUR OWNER JUMPER,7,JOKER VD VLASBLOEMHOEVE/ LIBERTAS FARM LLC - CT,1600,(2 comps)
2021 Points Display,MEDIUM AMATEUR OWNER JUMPER,8,"IDA GOLD/ STACY, MICHELLE - MA",1075,(6 comps)
2021 Points Display,MEDIUM AMATEUR OWNER JUMPER,9,CARESSE Z/ KADLEY FARMS LLC - ME,905,(6 comps)
2021 Points Display,MEDIUM AMATEUR OWNER JUMPER,10,CASCOR Z/ OAKRIDGE FARM - CT,750,(6 comps)
2021 Points Display,MEDIUM AMATEUR OWNER JUMPER,11,"JONOIRE/ GRAFF, EVELYN - MA",700,(1 comps)
2021 Points Display,MEDIUM AMATEUR OWNER JUMPER,12,"HOT TOPIC/ STACY, MICHELLE - MA",675,(2 comps)
2021 Points Display,MEDIUM AMATEUR OWNER JUMPER,13,"QUINTUS G/ VASIC, VIDA  - MA",635,(3 comps)
2021 Points Display,MEDIUM AMATEUR OWNER JUMPER,14,"AIRLINE R/ EPPINGER, KATIE - MA",600,(7 comps)
2021 Points Display,MEDIUM AMATEUR OWNER JUMPER,15,ANGELO/ CAPITAL EQUINE LLC - MA,375,(4 comps)
2021 Points Display,MEDIUM AMATEUR OWNER JUMPER,16,"CLEMENTINE/ MALONEY, ELIZABETH - MA",330,(3 comps)
2021 Points Display,MEDIUM AMATEUR OWNER JUMPER,17,"DISABELLA/ EPPINGER, KATIE - MA",275,(1 comps)
2021 Points Display,MEDIUM AMATEUR OWNER JUMPER,18,"KARTHAGO VAN’T BREEMHOF/ RICHARDSON, ANNA - MA",260,(6 comps)
2021 Points Display,MEDIUM AMATEUR OWNER JUMPER,19,"RAHMANNSHOF CALINA/ VASIC, VIDA  - MA",215,(3 comps)
2021 Points Display,MEDIUM AMATEUR OWNER JUMPER,20,"DJUMPSINA SFN/ BENARD, KATHERINE - ME",150,(3 comps)
2021 Points Display,MEDIUM AMATEUR OWNER JUMPER,,WEST VIRGINIA Z/ LIBERTAS FARM LLC - CT,150,(8 comps)
2021 Points Display,MEDIUM AMATEUR OWNER JUMPER,22,"ICEMAN/ LORUSSO-SMITH, CASEY - MA",125,(1 comps)
2021 Points Display,MEDIUM AMATEUR OWNER JUMPER,23,"CARRAMAR C/ MC CARTHY, KATHRYN - CT",80,(4 comps)
2021 Points Display,MEDIUM AMATEUR OWNER JUMPER,24,"UMBRELLA TER WILGEN Z/ SHAFMASTER, AMY - NH",60,(5 comps)
2021 Points Display,MEDIUM AMATEUR OWNER JUMPER,25,"ARNO VH SCHEEFKASTEEL Z/ WALKER, JAMIE - CT",55,(7 comps)
2021 Points Display,MEDIUM AMATEUR OWNER JUMPER,,"CASIS/ SHAFMASTER, AMY - NH",55,(4 comps)
2021 Points Display,MEDIUM AMATEUR OWNER JUMPER,,JOY/ R.C.G. FARM - CT,55,(1 comps)
2021 Points Display,LOW JUNIOR JUMPER,1,"ROCK STREET/ FISHERMAN, EVA - MA",1900,(1 comps)
2021 Points Display,LOW JUNIOR JUMPER,2,"FEELING/ FREEDMAN, JORDYN ROSE - CA",1770,(19 comps)
2021 Points Display,LOW JUNIOR JUMPER,3,"DUTCHESS/ GUIDI, FRANCESCA - MA",1710,(10 comps)
2021 Points Display,LOW JUNIOR JUMPER,4,"GINETTE/ DOMINGUEZ, CHRISTIAN - RI",1700,(6 comps)
2021 Points Display,LOW JUNIOR JUMPER,5,"DUBLIN/ FIELDS, SKYLER - MA",620,(8 comps)
2021 Points Display,LOW JUNIOR JUMPER,6,"CHABUM II/ LEBARON, KATHERINE  - CT",600,(17 comps)
2021 Points Display,LOW JUNIOR JUMPER,7,"CARNEVAL 33/ SANDERS, BRITON - MA",585,(11 comps)
2021 Points Display,LOW JUNIOR JUMPER,8,"MALIBU/ GREMLEY, PAMELA - MA",570,(10 comps)
2021 Points Display,LOW JUNIOR JUMPER,9,HH HYYERR CALLING/ KNIGHT TAKES ROOK LLC - MA,475,(6 comps)
2021 Points Display,LOW JUNIOR JUMPER,10,"NASHVILLE HERO/ KETTANEH, LEIGH - NH",425,(2 comps)
2021 Points Display,LOW JUNIOR JUMPER,11,"RAINBOW/ KENNEDY, AIDAN - MA",365,(4 comps)
2021 Points Display,LOW JUNIOR JUMPER,12,"WIN FOR LIFE/ LEBARON, KATHERINE  - CT",330,(9 comps)
2021 Points Display,LOW JUNIOR JUMPER,13,"CADENCE DE L'ESCAUT/ LANGMEIER, LINDA - CT",300,(15 comps)
2021 Points Display,LOW JUNIOR JUMPER,14,"CATCH ME/ FRIGON, MIA - MA",225,(8 comps)
2021 Points Display,LOW JUNIOR JUMPER,15,HIMEROS/ BAOMA CORP - MA,175,(4 comps)
2021 Points Display,LOW JUNIOR JUMPER,16,"CAMPINO TH/ KETTANEH, LEIGH - NH",150,(8 comps)
2021 Points Display,LOW JUNIOR JUMPER,17,"A D REED/ HAYMOND, ELLE - FL",75,(1 comps)
2021 Points Display,LOW JUNIOR JUMPER,,REARCROSS QUALITY CRUIZE/ BICKFORD HILL SHOW STABLES - MA,75,(1 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,1,"HOT TOPIC/ STACY, MICHELLE - MA",5180,(9 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,2,"IWORKA 925/ LSG VENTURES, LLC - CT",4642,(7 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,3,JOY/ R.C.G. FARM - CT,2490,(6 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,4,QUILOTTA 2/ R.C.G. FARM - CT,2415,(6 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,5,"GATIKA DU BOIS DES MAZUIS/ HAMILTON, PATRICK - CT",2175,(5 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,6,"CARRAMAR C/ MC CARTHY, KATHRYN - CT",2165,(9 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,7,"ELIANA/ MC CANN, KAITLYN - NH",2100,(2 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,8,"IDA GOLD/ STACY, MICHELLE - MA",2000,(5 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,9,BALANS RV/ R.C.G. FARM - CT,1870,(2 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,10,"CARLOS/ SHAFMASTER, AMY - NH",1750,(5 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,11,"CODY 131/ MC CARTHY, KATHRYN - CT",1615,(5 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,12,"BOSTON DWZ/ CLARKE, SUSIE - CT",1272,(5 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,13,"KM WHATEVER RV/ PINTO, GIANNA - CT",1110,(14 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,14,JOKER VD VLASBLOEMHOEVE/ LIBERTAS FARM LLC - CT,1100,(2 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,15,CARLOTTA/ OAKRIDGE FARM - CT,780,(3 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,,CHOCOBOY 2/ KJ EQUINE LLC - MA,780,(3 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,17,"QUALI QUANTI/ AMBER HILL FARM, LLC - MA",756,(9 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,18,"LAZZARO/ RENIHAN, ALYSSA - CT",711,(9 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,19,"JONOIRE/ GRAFF, EVELYN - MA",685,(8 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,20,RIO GRANDE/ HALLOWELL LANE FARM LLC - NY,655,(6 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,21,"GOOD TIME/ GRECO, GABRIELLA - CT",650,(8 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,22,"ATTICUS DE SHALIMAR/ MCCOMISKEY, STEPHANIE - CT",555,(4 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,23,JUMBO VAN DE KAPEL/ BICKFORD HILL SHOW STABLES - MA,525,(2 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,24,"COLOURLINE/ CARLTON, ALEXANDRA - CT",520,(9 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,25,"ECLIPS V/ STIEGLER, ARIANE - FL",510,(6 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,26,"CINCO DE MAYO/ LERCH, ANNA  - CT",455,(11 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,27,"CARAT/ ROBBINS, ANDREA - MA",370,(2 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,28,CLINLINE Z/ CAPITAL EQUINE LLC - MA,355,(4 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,29,"ZIROCC STEADY/ DAVIS, ANNIE - NH",350,(2 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,30,"FASUPARDIE/ SEAMAN, CALLIE - NY",310,(15 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,31,"ATHENA DE SHALIMAR/ MCCOMISKEY, STEPHANIE - CT",300,(8 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,32,"DACIDIN/ SHELBURNE- DOUGLASS, JORDAN - ME",285,(4 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,33,"EQUIFIT CASHGIRL 5/ CHERUBINI, ALEXANDRA - MA",260,(1 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,34,"CLEMENTINE/ MALONEY, ELIZABETH - MA",225,(7 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,35,"CONCORDE/ LERCH, ANNA  - CT",200,(8 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,36,"ILLUMINATI SSE/ AVON, TIFFANY - CT",190,(2 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,37,"KASSIODAM/ BLAKE, CAROLINE - CT",175,(4 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,38,"SPACE COWBOY/ MAHER, OMAR - NH",160,(4 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,39,"CARNEVAL 33/ SANDERS, BRITON - MA",150,(1 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,40,"CARLOTTA DI SAN GIOVANNI/ EQUINE INITIATIVE, LLC - MA",135,(2 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,41,REARCROSS QUALITY CRUIZE/ BICKFORD HILL SHOW STABLES - MA,125,(5 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,42,ANGELO/ CAPITAL EQUINE LLC - MA,105,(7 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,43,"CHUBBY/ SINGER, AMY GERSHMAN - CT",100,(5 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,44,"CALIDA 87/ MALONEY, ELIZABETH - MA",75,(5 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,,"CHACCO'S ANNA/ GRECO, GABRIELLA - CT",75,(5 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,,"UHLANE SAINTE ODILE/ BERUBE, SYDNEY - NH",75,(1 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,47,"AIRE PREFERRED/ DAVIS, ERICA - MA",50,(1 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,,HAVANNA/ 158 NORTH ST LLC - MA,50,(2 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,,NIC NAC QUALITY/ LIBERTAS FARM LLC - CT,50,(11 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,50,"CAP DIAMOND D'HOF TEN BOS/ LOVELITE, LLC - MA",20,(1 comps)
2021 Points Display,LOW AMATEUR OWNER JUMPER,51,"CITY LIFE/ WOOD, WENDY - MA",15,(8 comps)
2021 Points Display,LOW AMATEUR JUMPER,1,CARLOTTA/ OAKRIDGE FARM - CT,1046,(1 comps)
2021 Points Display,LOW AMATEUR JUMPER,2,HAVANNA/ 158 NORTH ST LLC - MA,588,(1 comps)
2021 Points Display,LOW AMATEUR JUMPER,3,"KM WHATEVER RV/ PINTO, GIANNA - CT",440,(2 comps)
2021 Points Display,LOW AMATEUR JUMPER,4,CHACCLAN/ 158 NORTH ST LLC - MA,350,(2 comps)
2021 Points Display,LOW AMATEUR JUMPER,5,"BOSTON DWZ/ CLARKE, SUSIE - CT",150,(1 comps)
2021 Points Display,LOW AMATEUR JUMPER,6,"IWORKA 925/ LSG VENTURES, LLC - CT",55,(1 comps)
2021 Points Display,MEDIUM AMATEUR JUMPER,1,CRACK UNO/ KADLEY FARMS LLC - ME,825,(2 comps)
2021 Points Display,MEDIUM AMATEUR JUMPER,2,HAVANNA/ 158 NORTH ST LLC - MA,65,(2 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,1,EL TAXI/ STARBUCK EQUESTRIAN - CT,268,(11 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,2,"DOMINIQUE/ EQUINE INITIATIVE, LLC - MA",177,(3 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,3,"DIAMANT/ WOOLLEY, HANNAH - MA",116,(3 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,4,"LIBERTINA/ MACKENZIE, EVA - CT",96,(13 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,5,"VERT DE GRIS/ TRUESDALE, CAPRI - CT",88,(3 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,6,"NINE LINKS/ AMBER HILL FARM, LLC - MA",82,(4 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,7,"FARUSA CBF/ KENNEDY, TEAGAN - ME",79,(3 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,8,"QUADALUP/ EXNER, LUCINDA - NH",72,(4 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,9,"HIGHNESS/ SHEA, ELISABETH - CT",69,(4 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,10,"AUCKLAN GIRL/ LORUSSO, VIVIAN - MA",63,(9 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,"DJUMPSINA SFN/ BENARD, KATHERINE - ME",63,(2 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,12,"GILBERT/ SANDERS, KENYA - MA",61,(11 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,13,CARTE BLANCHE/ STARBUCK EQUESTRIAN - CT,58,(3 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,"COSMA 26/ VAN METER, JACQUELINE - CT",58,(1 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,15,"JOYRIDE SCF/ HOURIHAN, CIARA - CT",57,(6 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,16,"CARAMEL/ SHULMAN, JILL - CT",56,(5 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,UP IN SMOKE/ TRIANGLE EQUESTRIAN GROUP LLC - MA,56,(2 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,18,"LEXICON VAN'T STEENTJE/ TRUESDALE, CAPRI - CT",50,(14 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,19,"STANDING OVATION/ WRIGHT START OUTSOURCING, LLC - CT",48,(8 comps)
